Mission|Sensor Mode|Satellite Name|Track Offset|Is Enabled Sat|Allowed Look Side|Near Off Nadir SAT|Far Off Nadir SAT|Beam Name|Near Off Nadir Beam|Far Off Nadir Beam|Is Enabled Beam|Sw Dim1|Sw Dim2|Is Spot Light|Dto Min duration|Dto Max Duration|Res Time|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|40.76|41.51|S2E-026|40.76|41.51|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|41.39|42.14|S2E-027|41.39|42.14|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|42.01|42.76|S2E-028|42.01|42.76|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|42.64|43.34|S2E-029|42.64|43.34|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|43.22|43.92|S2E-030|43.22|43.92|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|43.79|44.45|S2E-031|43.79|44.45|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|44.33|44.98|S2E-032|44.33|44.98|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|44.86|45.51|S2E-033|44.86|45.51|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|45.38|45.99|S2E-034|45.38|45.99|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|45.87|46.47|S2E-035|45.87|46.47|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|46.35|46.95|S2E-036|46.35|46.95|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|46.83|47.43|S2E-037|46.83|47.43|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|47.35|47.9|S2E-038|47.35|47.9|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|47.83|48.38|S2E-039|47.83|48.38|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|48.3|48.85|S2E-040|48.3|48.85|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|48.77|49.27|S2E-041|48.77|49.27|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|49.2|49.7|S2E-042|49.2|49.7|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|49.62|50.12|S2E-043|49.62|50.12|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|50.05|50.54|S2E-044|50.05|50.54|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|50.47|50.92|S2E-045|50.47|50.92|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|50.85|51.3|S2E-046|50.85|51.3|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|51.23|51.68|S2E-047|51.23|51.68|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|51.6|52.05|S2E-048|51.6|52.05|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|51.75|52.2|S2E-049|51.75|52.2|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|18.16|19.51|S1E-001|18.16|19.51|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|19.33|20.68|S1E-002|19.33|20.68|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|20.41|21.76|S1E-003|20.41|21.76|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|21.58|22.84|S1E-004|21.58|22.84|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|22.66|23.91|S1E-005|22.66|23.91|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|23.73|24.98|S1E-006|23.73|24.98|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|24.8|26.05|S1E-007|24.8|26.05|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|25.78|26.93|S1E-008|25.78|26.93|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|26.76|27.91|S1E-009|26.76|27.91|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|27.73|28.88|S1E-010|27.73|28.88|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|28.7|29.81|S1E-011|28.7|29.81|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|29.59|30.64|S1E-012|29.59|30.64|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|30.47|31.52|S1E-013|30.47|31.52|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|31.34|32.39|S1E-014|31.34|32.39|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|32.22|33.27|S1E-015|32.22|33.27|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|33.14|34.14|S1E-016|33.14|34.14|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|33.96|34.92|S1E-017|33.96|34.92|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|34.79|35.8|S1E-018|34.79|35.8|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|35.65|36.57|S1E-019|35.65|36.57|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|36.42|37.32|S1E-020|36.42|37.32|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|37.15|38.05|S1E-021|37.15|38.05|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|37.92|38.77|S1E-022|37.92|38.77|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|38.69|39.54|S1E-023|38.69|39.54|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|39.41|40.21|S1E-024|39.41|40.21|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|40.09|40.88|S1E-025|40.09|40.88|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|40.76|41.51|S1E-026|40.76|41.51|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|41.39|42.14|S1E-027|41.39|42.14|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|42.01|42.76|S1E-028|42.01|42.76|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|42.64|43.34|S1E-029|42.64|43.34|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|43.22|43.92|S1E-030|43.22|43.92|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|43.79|44.45|S1E-031|43.79|44.45|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|44.33|44.98|S1E-032|44.33|44.98|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|44.86|45.51|S1E-033|44.86|45.51|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|45.38|45.99|S1E-034|45.38|45.99|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|45.87|46.47|S1E-035|45.87|46.47|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|46.35|46.95|S1E-036|46.35|46.95|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|46.83|47.43|S1E-037|46.83|47.43|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|47.35|47.9|S1E-038|47.35|47.9|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|47.83|48.38|S1E-039|47.83|48.38|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|48.3|48.85|S1E-040|48.3|48.85|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|48.77|49.27|S1E-041|48.77|49.27|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|49.2|49.7|S1E-042|49.2|49.7|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|49.62|50.12|S1E-043|49.62|50.12|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|50.05|50.54|S1E-044|50.05|50.54|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|50.47|50.92|S1E-045|50.47|50.92|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|50.85|51.3|S1E-046|50.85|51.3|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|51.23|51.68|S1E-047|51.23|51.68|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|51.6|52.05|S1E-048|51.6|52.05|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR1|10|Yes|Both|51.75|52.2|S1E-049|51.75|52.2|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|18.16|19.51|S1E-001|18.16|19.51|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|19.33|20.68|S1E-002|19.33|20.68|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|20.41|21.76|S1E-003|20.41|21.76|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|21.58|22.84|S1E-004|21.58|22.84|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|22.66|23.91|S1E-005|22.66|23.91|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|23.73|24.98|S1E-006|23.73|24.98|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|24.8|26.05|S1E-007|24.8|26.05|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|25.78|26.93|S1E-008|25.78|26.93|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|26.76|27.91|S1E-009|26.76|27.91|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|27.73|28.88|S1E-010|27.73|28.88|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|28.7|29.81|S1E-011|28.7|29.81|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|29.59|30.64|S1E-012|29.59|30.64|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|30.47|31.52|S1E-013|30.47|31.52|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|31.34|32.39|S1E-014|31.34|32.39|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|32.22|33.27|S1E-015|32.22|33.27|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|33.14|34.14|S1E-016|33.14|34.14|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|33.96|34.92|S1E-017|33.96|34.92|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|34.79|35.8|S1E-018|34.79|35.8|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|35.65|36.57|S1E-019|35.65|36.57|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|36.42|37.32|S1E-020|36.42|37.32|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|37.15|38.05|S1E-021|37.15|38.05|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|37.92|38.77|S1E-022|37.92|38.77|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|38.69|39.54|S1E-023|38.69|39.54|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|39.41|40.21|S1E-024|39.41|40.21|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|40.09|40.88|S1E-025|40.09|40.88|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|40.76|41.51|S1E-026|40.76|41.51|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|41.39|42.14|S1E-027|41.39|42.14|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|42.01|42.76|S1E-028|42.01|42.76|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|42.64|43.34|S1E-029|42.64|43.34|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|43.22|43.92|S1E-030|43.22|43.92|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|43.79|44.45|S1E-031|43.79|44.45|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|44.33|44.98|S1E-032|44.33|44.98|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|44.86|45.51|S1E-033|44.86|45.51|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|45.38|45.99|S1E-034|45.38|45.99|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|45.87|46.47|S1E-035|45.87|46.47|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|46.35|46.95|S1E-036|46.35|46.95|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|46.83|47.43|S1E-037|46.83|47.43|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|47.35|47.9|S1E-038|47.35|47.9|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|47.83|48.38|S1E-039|47.83|48.38|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|48.3|48.85|S1E-040|48.3|48.85|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|48.77|49.27|S1E-041|48.77|49.27|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|49.2|49.7|S1E-042|49.2|49.7|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|49.62|50.12|S1E-043|49.62|50.12|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|50.05|50.54|S1E-044|50.05|50.54|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|50.47|50.92|S1E-045|50.47|50.92|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|50.85|51.3|S1E-046|50.85|51.3|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|51.23|51.68|S1E-047|51.23|51.68|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|51.6|52.05|S1E-048|51.6|52.05|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-EXP|SSAR2|10|Yes|Both|51.75|52.2|S1E-049|51.75|52.2|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|18.16|19.51|D2R-001|18.16|19.51|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|19.33|20.68|D2R-002|19.33|20.68|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|20.41|21.76|D2R-003|20.41|21.76|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|21.58|22.84|D2R-004|21.58|22.84|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|22.66|23.91|D2R-005|22.66|23.91|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|23.73|24.98|D2R-006|23.73|24.98|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|24.8|26.05|D2R-007|24.8|26.05|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|25.78|26.93|D2R-008|25.78|26.93|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|26.76|27.91|D2R-009|26.76|27.91|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|27.73|28.88|D2R-010|27.73|28.88|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|28.7|29.81|D2R-011|28.7|29.81|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|29.59|30.64|D2R-012|29.59|30.64|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|30.47|31.52|D2R-013|30.47|31.52|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|31.34|32.39|D2R-014|31.34|32.39|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|32.22|33.27|D2R-015|32.22|33.27|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|33.14|34.14|D2R-016|33.14|34.14|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|33.96|34.92|D2R-017|33.96|34.92|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|34.79|35.8|D2R-018|34.79|35.8|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|35.65|36.57|D2R-019|35.65|36.57|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|36.42|37.32|D2R-020|36.42|37.32|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|37.15|38.05|D2R-021|37.15|38.05|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|37.92|38.77|D2R-022|37.92|38.77|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|38.69|39.54|D2R-023|38.69|39.54|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|39.41|40.21|D2R-024|39.41|40.21|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|40.09|40.88|D2R-025|40.09|40.88|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|40.76|41.51|D2R-026|40.76|41.51|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|41.39|42.14|D2R-027|41.39|42.14|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|42.01|42.76|D2R-028|42.01|42.76|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|42.64|43.34|D2R-029|42.64|43.34|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|43.22|43.92|D2R-030|43.22|43.92|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|43.79|44.45|D2R-031|43.79|44.45|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|44.33|44.98|D2R-032|44.33|44.98|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|44.86|45.51|D2R-033|44.86|45.51|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|45.38|45.99|D2R-034|45.38|45.99|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|45.87|46.47|D2R-035|45.87|46.47|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|46.35|46.95|D2R-036|46.35|46.95|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|46.83|47.43|D2R-037|46.83|47.43|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|47.35|47.9|D2R-038|47.35|47.9|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|47.83|48.38|D2R-039|47.83|48.38|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|48.3|48.85|D2R-040|48.3|48.85|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|48.77|49.27|D2R-041|48.77|49.27|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|49.2|49.7|D2R-042|49.2|49.7|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|49.62|50.12|D2R-043|49.62|50.12|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-1-MSOR|SSAR1|10|Yes|Both|50.05|50.54|D2R-044|50.05|50.54|Yes|11.0|11.0|Yes|11900|360000|5000|
