Mission|Sensor Mode|Satellite Name|Track Offset|Is Enabled Sat|Allowed Look Side|Near Off Nadir SAT|Far Off Nadir SAT|Beam Name|Near Off Nadir Beam|Far Off Nadir Beam|Is Enabled Beam|Sw Dim1|Sw Dim2|Is Spot Light|Dto Min duration|Dto Max Duration|Res Time|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|23.73|24.98|D2S-006|23.73|24.98|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|24.8|26.05|D2S-007|24.8|26.05|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|25.78|26.93|D2S-008|25.78|26.93|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|26.76|27.91|D2S-009|26.76|27.91|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|27.73|28.88|D2S-010|27.73|28.88|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|28.7|29.81|D2S-011|28.7|29.81|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|29.59|30.64|D2S-012|29.59|30.64|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|30.47|31.52|D2S-013|30.47|31.52|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|31.34|32.39|D2S-014|31.34|32.39|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|32.22|33.27|D2S-015|32.22|33.27|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|33.14|34.14|D2S-016|33.14|34.14|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|33.96|34.92|D2S-017|33.96|34.92|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|34.79|35.8|D2S-018|34.79|35.8|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|35.65|36.57|D2S-019|35.65|36.57|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|36.42|37.32|D2S-020|36.42|37.32|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|37.15|38.05|D2S-021|37.15|38.05|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|37.92|38.77|D2S-022|37.92|38.77|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|38.69|39.54|D2S-023|38.69|39.54|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR1|10|Yes|Both|39.41|40.21|D2S-024|39.41|40.21|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|18.16|19.51|D2S-001|18.16|19.51|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|19.33|20.68|D2S-002|19.33|20.68|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|20.41|21.76|D2S-003|20.41|21.76|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|21.58|22.84|D2S-004|21.58|22.84|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|22.66|23.91|D2S-005|22.66|23.91|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|23.73|24.98|D2S-006|23.73|24.98|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|24.8|26.05|D2S-007|24.8|26.05|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|25.78|26.93|D2S-008|25.78|26.93|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|26.76|27.91|D2S-009|26.76|27.91|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|27.73|28.88|D2S-010|27.73|28.88|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|28.7|29.81|D2S-011|28.7|29.81|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|29.59|30.64|D2S-012|29.59|30.64|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|30.47|31.52|D2S-013|30.47|31.52|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|31.34|32.39|D2S-014|31.34|32.39|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|32.22|33.27|D2S-015|32.22|33.27|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|33.14|34.14|D2S-016|33.14|34.14|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|33.96|34.92|D2S-017|33.96|34.92|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|34.79|35.8|D2S-018|34.79|35.8|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|35.65|36.57|D2S-019|35.65|36.57|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|36.42|37.32|D2S-020|36.42|37.32|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|37.15|38.05|D2S-021|37.15|38.05|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|37.92|38.77|D2S-022|37.92|38.77|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|38.69|39.54|D2S-023|38.69|39.54|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSOS|SSAR2|10|Yes|Both|39.41|40.21|D2S-024|39.41|40.21|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|18.16|19.51|D2J-001|18.16|19.51|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|19.33|20.68|D2J-002|19.33|20.68|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|20.41|21.76|D2J-003|20.41|21.76|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|21.58|22.84|D2J-004|21.58|22.84|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|22.66|23.91|D2J-005|22.66|23.91|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|23.73|24.98|D2J-006|23.73|24.98|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|24.8|26.05|D2J-007|24.8|26.05|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|25.78|26.93|D2J-008|25.78|26.93|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|26.76|27.91|D2J-009|26.76|27.91|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|27.73|28.88|D2J-010|27.73|28.88|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|28.7|29.81|D2J-011|28.7|29.81|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|29.59|30.64|D2J-012|29.59|30.64|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|30.47|31.52|D2J-013|30.47|31.52|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|31.34|32.39|D2J-014|31.34|32.39|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|32.22|33.27|D2J-015|32.22|33.27|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|33.14|34.14|D2J-016|33.14|34.14|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|33.96|34.92|D2J-017|33.96|34.92|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|34.79|35.8|D2J-018|34.79|35.8|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|35.65|36.57|D2J-019|35.65|36.57|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|36.42|37.32|D2J-020|36.42|37.32|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|37.15|38.05|D2J-021|37.15|38.05|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|37.92|38.77|D2J-022|37.92|38.77|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|38.69|39.54|D2J-023|38.69|39.54|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR1|10|Yes|Both|39.41|40.21|D2J-024|39.41|40.21|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|18.16|19.51|D2J-001|18.16|19.51|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|19.33|20.68|D2J-002|19.33|20.68|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|20.41|21.76|D2J-003|20.41|21.76|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|21.58|22.84|D2J-004|21.58|22.84|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|22.66|23.91|D2J-005|22.66|23.91|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|23.73|24.98|D2J-006|23.73|24.98|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|24.8|26.05|D2J-007|24.8|26.05|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|25.78|26.93|D2J-008|25.78|26.93|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|26.76|27.91|D2J-009|26.76|27.91|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|27.73|28.88|D2J-010|27.73|28.88|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|28.7|29.81|D2J-011|28.7|29.81|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|29.59|30.64|D2J-012|29.59|30.64|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|30.47|31.52|D2J-013|30.47|31.52|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|31.34|32.39|D2J-014|31.34|32.39|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|32.22|33.27|D2J-015|32.22|33.27|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|33.14|34.14|D2J-016|33.14|34.14|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|33.96|34.92|D2J-017|33.96|34.92|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|34.79|35.8|D2J-018|34.79|35.8|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|35.65|36.57|D2J-019|35.65|36.57|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|36.42|37.32|D2J-020|36.42|37.32|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|37.15|38.05|D2J-021|37.15|38.05|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|37.92|38.77|D2J-022|37.92|38.77|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|38.69|39.54|D2J-023|38.69|39.54|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-MSJN|SSAR2|10|Yes|Both|39.41|40.21|D2J-024|39.41|40.21|Yes|5.5|11.0|Yes|6300|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|18.16|19.51|S2E-001|18.16|19.51|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|19.33|20.68|S2E-002|19.33|20.68|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|20.41|21.76|S2E-003|20.41|21.76|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|21.58|22.84|S2E-004|21.58|22.84|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|22.66|23.91|S2E-005|22.66|23.91|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|23.73|24.98|S2E-006|23.73|24.98|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|24.8|26.05|S2E-007|24.8|26.05|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|25.78|26.93|S2E-008|25.78|26.93|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|26.76|27.91|S2E-009|26.76|27.91|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|27.73|28.88|S2E-010|27.73|28.88|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|28.7|29.81|S2E-011|28.7|29.81|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|29.59|30.64|S2E-012|29.59|30.64|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|30.47|31.52|S2E-013|30.47|31.52|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|31.34|32.39|S2E-014|31.34|32.39|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|32.22|33.27|S2E-015|32.22|33.27|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|33.14|34.14|S2E-016|33.14|34.14|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|33.96|34.92|S2E-017|33.96|34.92|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|34.79|35.8|S2E-018|34.79|35.8|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|35.65|36.57|S2E-019|35.65|36.57|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|36.42|37.32|S2E-020|36.42|37.32|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|37.15|38.05|S2E-021|37.15|38.05|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|37.92|38.77|S2E-022|37.92|38.77|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|38.69|39.54|S2E-023|38.69|39.54|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|39.41|40.21|S2E-024|39.41|40.21|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|40.09|40.88|S2E-025|40.09|40.88|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|40.76|41.51|S2E-026|40.76|41.51|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|41.39|42.14|S2E-027|41.39|42.14|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|42.01|42.76|S2E-028|42.01|42.76|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|42.64|43.34|S2E-029|42.64|43.34|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|43.22|43.92|S2E-030|43.22|43.92|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|43.79|44.45|S2E-031|43.79|44.45|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|44.33|44.98|S2E-032|44.33|44.98|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|44.86|45.51|S2E-033|44.86|45.51|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|45.38|45.99|S2E-034|45.38|45.99|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|45.87|46.47|S2E-035|45.87|46.47|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|46.35|46.95|S2E-036|46.35|46.95|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|46.83|47.43|S2E-037|46.83|47.43|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|47.35|47.9|S2E-038|47.35|47.9|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|47.83|48.38|S2E-039|47.83|48.38|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|48.3|48.85|S2E-040|48.3|48.85|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|48.77|49.27|S2E-041|48.77|49.27|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|49.2|49.7|S2E-042|49.2|49.7|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|49.62|50.12|S2E-043|49.62|50.12|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|50.05|50.54|S2E-044|50.05|50.54|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|50.47|50.92|S2E-045|50.47|50.92|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|50.85|51.3|S2E-046|50.85|51.3|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|51.23|51.68|S2E-047|51.23|51.68|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|51.6|52.05|S2E-048|51.6|52.05|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR1|10|Yes|Both|51.75|52.2|S2E-049|51.75|52.2|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|18.16|19.51|S2E-001|18.16|19.51|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|19.33|20.68|S2E-002|19.33|20.68|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|20.41|21.76|S2E-003|20.41|21.76|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|21.58|22.84|S2E-004|21.58|22.84|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|22.66|23.91|S2E-005|22.66|23.91|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|23.73|24.98|S2E-006|23.73|24.98|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|24.8|26.05|S2E-007|24.8|26.05|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|25.78|26.93|S2E-008|25.78|26.93|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|26.76|27.91|S2E-009|26.76|27.91|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|27.73|28.88|S2E-010|27.73|28.88|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|28.7|29.81|S2E-011|28.7|29.81|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|29.59|30.64|S2E-012|29.59|30.64|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|30.47|31.52|S2E-013|30.47|31.52|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|31.34|32.39|S2E-014|31.34|32.39|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|32.22|33.27|S2E-015|32.22|33.27|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|33.14|34.14|S2E-016|33.14|34.14|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|33.96|34.92|S2E-017|33.96|34.92|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|34.79|35.8|S2E-018|34.79|35.8|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|35.65|36.57|S2E-019|35.65|36.57|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|36.42|37.32|S2E-020|36.42|37.32|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|37.15|38.05|S2E-021|37.15|38.05|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|37.92|38.77|S2E-022|37.92|38.77|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|38.69|39.54|S2E-023|38.69|39.54|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|39.41|40.21|S2E-024|39.41|40.21|Yes|11.0|11.0|Yes|11900|360000|5000|
CSG|SPOTLIGHT-2-EXP|SSAR2|10|Yes|Both|40.09|40.88|S2E-025|40.09|40.88|Yes|11.0|11.0|Yes|11900|360000|5000|
